Time (h)	Temperature (K)	Fission rate (fiss/m3-s)	Hydrostatic stress (MPa)	Grain radius (m)	Gas produced (at/m3)	Gas in grains (at/m3)	Gas in intra-granular solution (at/m3)	Gas in intra-granular bubbles (at/m3)	Gas at grain boundaries (at/m3)	Gas released (at/m3)	Intra-granular bubble density (bubble/m3)	Intra-granular bubble radius (m)	Intra-granular gas swelling (/)	Inter-granular bubble concentration (bubble/m2)	Inter-granular atoms per bubble (at/bubble)	Inter-granular vacancies per bubble (vac/bubble)	Inter-granular bubble radius (m)	Inter-granular bubble area (m2)	Inter-granular bubble volume (m3)	Inter-granular fractional coverage (/)	Inter-granular saturation fractional coverage (/)	Inter-granular gas swelling (/)	Inter-granular fractional intactness (/)	Burnup (GWd/tUO2)	Effective burnup (GWd/tUO2)
5.13	1410.4	1e+019	0	4.99993e-006	5.5404e+022	5.36877e+022	2.65921e+022	2.70956e+022	1.71626e+021	0	1.19162e+024	6.23171e-011	1.20795e-006	3.99694e+013	71.5646	55.3577	2.27783e-009	9.56532e-018	8.34712e-027	0.00038232	0.5	2.0018e-007	1	0.00607931	0.00404398
5.14	1411.2	1e+019	0	4.99993e-006	5.5512e+022	5.3792e+022	2.65588e+022	2.72332e+022	1.71998e+021	0	1.19138e+024	6.24267e-011	1.21409e-006	3.99694e+013	71.7198	55.5565	2.27977e-009	9.58161e-018	8.36844e-027	0.000382971	0.5	2.00692e-007	1	0.00609116	0.00404398
5.15	1412	1e+019	0	4.99993e-006	5.562e+022	5.38963e+022	2.65251e+022	2.73712e+022	1.7237e+021	0	1.19113e+024	6.25363e-011	1.22023e-006	3.99693e+013	71.8751	55.7558	2.2817e-009	9.5979e-018	8.3898e-027	0.000383621	0.5	2.01203e-007	1	0.00610301	0.00404398
5.16	1412.8	1e+019	0	4.99993e-006	5.5728e+022	5.40006e+022	2.64912e+022	2.75094e+022	1.72743e+021	0	1.19088e+024	6.26457e-011	1.2264e-006	3.99693e+013	72.0305	55.9555	2.28364e-009	9.6142e-018	8.41118e-027	0.000384272	0.5	2.01716e-007	1	0.00611486	0.00404398
5.17	1413.6	1e+019	0	4.99993e-006	5.5836e+022	5.41048e+022	2.64569e+022	2.7648e+022	1.73116e+021	0	1.19063e+024	6.2755e-011	1.23257e-006	3.99692e+013	72.1861	56.1557	2.28558e-009	9.6305e-018	8.43259e-027	0.000384924	0.5	2.02229e-007	1	0.00612671	0.00404398
5.18	1414.4	1e+019	0	4.99993e-006	5.5944e+022	5.42091e+022	2.64223e+022	2.77868e+022	1.73489e+021	0	1.19039e+024	6.28643e-011	1.23876e-006	3.99692e+013	72.3417	56.3564	2.28751e-009	9.64682e-018	8.45402e-027	0.000385575	0.5	2.02743e-007	1	0.00613856	0.00404398
5.19	1415.2	1e+019	0	4.99993e-006	5.6052e+022	5.43134e+022	2.63874e+022	2.7926e+022	1.73862e+021	0	1.19014e+024	6.29734e-011	1.24497e-006	3.99691e+013	72.4975	56.5576	2.28945e-009	9.66314e-018	8.47549e-027	0.000386227	0.5	2.03257e-007	1	0.00615041	0.00404398
5.2	1416	1e+019	0	4.99993e-006	5.616e+022	5.44176e+022	2.63521e+022	2.80655e+022	1.74235e+021	0	1.18989e+024	6.30825e-011	1.25119e-006	3.99691e+013	72.6533	56.7592	2.29138e-009	9.67947e-018	8.49698e-027	0.000386879	0.5	2.03773e-007	1	0.00616226	0.00404398
5.21	1416.8	1e+019	0	4.99993e-006	5.6268e+022	5.45219e+022	2.63166e+022	2.82053e+022	1.74609e+021	0	1.18965e+024	6.31914e-011	1.25742e-006	3.9969e+013	72.8093	56.9612	2.29331e-009	9.69581e-018	8.5185e-027	0.000387532	0.5	2.04288e-007	1	0.00617411	0.00404398
5.22	1417.6	1e+019	0	4.99993e-006	5.6376e+022	5.46262e+022	2.62807e+022	2.83454e+022	1.74983e+021	0	1.1894e+024	6.33002e-011	1.26367e-006	3.9969e+013	72.9654	57.1638	2.29524e-009	9.71216e-018	8.54005e-027	0.000388185	0.5	2.04805e-007	1	0.00618596	0.00404398
5.23	1418.4	1e+019	0	4.99993e-006	5.6484e+022	5.47304e+022	2.62446e+022	2.84858e+022	1.75358e+021	0	1.18915e+024	6.3409e-011	1.26993e-006	3.99689e+013	73.1216	57.3668	2.29718e-009	9.72851e-018	8.56163e-027	0.000388838	0.5	2.05322e-007	1	0.00619781	0.00404398
5.24	1419.2	1e+019	0	4.99993e-006	5.6592e+022	5.48347e+022	2.62081e+022	2.86266e+022	1.75732e+021	0	1.18891e+024	6.35176e-011	1.2762e-006	3.99688e+013	73.2778	57.5703	2.29911e-009	9.74487e-018	8.58324e-027	0.000389491	0.5	2.0584e-007	1	0.00620966	0.00404398
5.25	1420	1e+019	0	4.99993e-006	5.67e+022	5.49389e+022	2.61713e+022	2.87676e+022	1.76107e+021	0	1.18866e+024	6.36262e-011	1.28249e-006	3.99688e+013	73.4343	57.7742	2.30104e-009	9.76124e-018	8.60488e-027	0.000390145	0.5	2.06359e-007	1	0.00622151	0.00404398
5.26	1420.8	1e+019	0	4.99993e-006	5.6808e+022	5.50432e+022	2.61342e+022	2.89089e+022	1.76482e+021	0	1.18841e+024	6.37346e-011	1.28879e-006	3.99687e+013	73.5908	57.9786	2.30297e-009	9.77762e-018	8.62654e-027	0.000390799	0.5	2.06878e-007	1	0.00623336	0.00404398
5.27	1421.6	1e+019	0	4.99993e-006	5.6916e+022	5.51474e+022	2.60968e+022	2.90506e+022	1.76858e+021	0	1.18817e+024	6.38429e-011	1.2951e-006	3.99687e+013	73.7474	58.1835	2.3049e-009	9.794e-018	8.64823e-027	0.000391453	0.5	2.07398e-007	1	0.00624521	0.00404398
5.28	1422.4	1e+019	0	4.99994e-006	5.7024e+022	5.52517e+022	2.60591e+022	2.91925e+022	1.77233e+021	0	1.18792e+024	6.39512e-011	1.30143e-006	3.99686e+013	73.9042	58.3889	2.30682e-009	9.8104e-018	8.66996e-027	0.000392108	0.5	2.07919e-007	1	0.00625706	0.00404398
5.29	1423.2	1e+019	0	4.99994e-006	5.7132e+022	5.53559e+022	2.60212e+022	2.93348e+022	1.77609e+021	0	1.18768e+024	6.40593e-011	1.30777e-006	3.99686e+013	74.061	58.5947	2.30875e-009	9.8268e-018	8.69171e-027	0.000392763	0.5	2.0844e-007	1	0.00626892	0.00404398
5.3	1424	1e+019	0	4.99994e-006	5.724e+022	5.54601e+022	2.59829e+022	2.94773e+022	1.77985e+021	0	1.18743e+024	6.41673e-011	1.31413e-006	3.99685e+013	74.218	58.801	2.31068e-009	9.84321e-018	8.71349e-027	0.000393419	0.5	2.08962e-007	1	0.00628077	0.00404398
5.31	1424.8	1e+019	0	4.99994e-006	5.7348e+022	5.55644e+022	2.59443e+022	2.96201e+022	1.78362e+021	0	1.18718e+024	6.42752e-011	1.32049e-006	3.99685e+013	74.375	59.0078	2.3126e-009	9.85962e-018	8.7353e-027	0.000394074	0.5	2.09485e-007	1	0.00629262	0.00404398
5.32	1425.6	1e+019	0	4.99994e-006	5.7456e+022	5.56686e+022	2.59054e+022	2.97632e+022	1.78738e+021	0	1.18694e+024	6.4383e-011	1.32688e-006	3.99684e+013	74.5322	59.215	2.31453e-009	9.87605e-018	8.75713e-027	0.00039473	0.5	2.10008e-007	1	0.00630447	0.00404398
5.33	1426.4	1e+019	0	4.99994e-006	5.7564e+022	5.57728e+022	2.58662e+022	2.99067e+022	1.79115e+021	0	1.18669e+024	6.44907e-011	1.33327e-006	3.99684e+013	74.6895	59.4227	2.31645e-009	9.89248e-018	8.779e-027	0.000395386	0.5	2.10532e-007	1	0.00631632	0.00404398
5.34	1427.2	1e+019	0	4.99994e-006	5.7672e+022	5.58771e+022	2.58267e+022	3.00504e+022	1.79493e+021	0	1.18644e+024	6.45983e-011	1.33968e-006	3.99683e+013	74.847	59.6309	2.31838e-009	9.90892e-018	8.8009e-027	0.000396043	0.5	2.11057e-007	1	0.00632817	0.00404398
5.35	1428	1e+019	0	4.99994e-006	5.778e+022	5.59813e+022	2.57869e+022	3.01944e+022	1.7987e+021	0	1.1862e+024	6.47058e-011	1.3461e-006	3.99683e+013	75.0045	59.8396	2.3203e-009	9.92537e-018	8.82282e-027	0.0003967	0.5	2.11582e-007	1	0.00634002	0.00404398
5.36	1428.8	1e+019	0	4.99994e-006	5.7888e+022	5.60855e+022	2.57469e+022	3.03387e+022	1.80248e+021	0	1.18595e+024	6.48132e-011	1.35253e-006	3.99682e+013	75.1621	60.0488	2.32223e-009	9.94183e-018	8.84478e-027	0.000397357	0.5	2.12109e-007	1	0.00635187	0.00404398
5.37	1429.6	1e+019	0	4.99994e-006	5.7996e+022	5.61897e+022	2.57065e+022	3.04832e+022	1.80626e+021	0	1.18571e+024	6.49205e-011	1.35897e-006	3.99682e+013	75.3199	60.2584	2.32415e-009	9.9583e-018	8.86676e-027	0.000398015	0.5	2.12636e-007	1	0.00636372	0.00404398
5.38	1430.4	1e+019	0	4.99994e-006	5.8104e+022	5.6294e+022	2.56659e+022	3.06281e+022	1.81004e+021	0	1.18546e+024	6.50276e-011	1.36543e-006	3.99681e+013	75.4777	60.4686	2.32607e-009	9.97477e-018	8.88877e-027	0.000398673	0.5	2.13163e-007	1	0.00637557	0.00404398
5.39	1431.2	1e+019	0	4.99994e-006	5.8212e+022	5.63982e+022	2.56249e+022	3.07732e+022	1.81383e+021	0	1.18522e+024	6.51347e-011	1.3719e-006	3.99681e+013	75.6357	60.6792	2.32799e-009	9.99126e-018	8.91082e-027	0.000399331	0.5	2.13691e-007	1	0.00638742	0.00404398
5.4	1432	1e+019	0	4.99994e-006	5.832e+022	5.65024e+022	2.55837e+022	3.09187e+022	1.81762e+021	0	1.18497e+024	6.52416e-011	1.37839e-006	3.9968e+013	75.7938	60.8903	2.32991e-009	1.00077e-017	8.93289e-027	0.00039999	0.5	2.1422e-007	1	0.00639927	0.00404398
5.41	1432.8	1e+019	0	4.99994e-006	5.8428e+022	5.66066e+022	2.55422e+022	3.10644e+022	1.82141e+021	0	1.18473e+024	6.53485e-011	1.38488e-006	3.9968e+013	75.952	61.1018	2.33183e-009	1.00242e-017	8.95499e-027	0.000400649	0.5	2.1475e-007	1	0.00641112	0.00404398
5.42	1433.6	1e+019	0	4.99994e-006	5.8536e+022	5.67108e+022	2.55004e+022	3.12104e+022	1.82521e+021	0	1.18448e+024	6.54552e-011	1.39139e-006	3.99679e+013	76.1104	61.3139	2.33375e-009	1.00408e-017	8.97712e-027	0.000401308	0.5	2.15281e-007	1	0.00642297	0.00404398
5.43	1434.4	1e+019	0	4.99994e-006	5.8644e+022	5.6815e+022	2.54584e+022	3.13566e+022	1.829e+021	0	1.18424e+024	6.55618e-011	1.39791e-006	3.99679e+013	76.2688	61.5264	2.33567e-009	1.00573e-017	8.99928e-027	0.000401968	0.5	2.15812e-007	1	0.00643482	0.00404398
5.44	1435.2	1e+019	0	4.99994e-006	5.8752e+022	5.69192e+022	2.5416e+022	3.15032e+022	1.8328e+021	0	1.18399e+024	6.56683e-011	1.40444e-006	3.99678e+013	76.4274	61.7395	2.33759e-009	1.00738e-017	9.02147e-027	0.000402628	0.5	2.16344e-007	1	0.00644667	0.00404398
5.45	1436	1e+019	0	4.99994e-006	5.886e+022	5.70234e+022	2.53734e+022	3.165e+022	1.8366e+021	0	1.18375e+024	6.57747e-011	1.41099e-006	3.99677e+013	76.586	61.953	2.3395e-009	1.00903e-017	9.04369e-027	0.000403288	0.5	2.16876e-007	1	0.00645852	0.00404398
5.46	1436.8	1e+019	0	4.99994e-006	5.8968e+022	5.71276e+022	2.53305e+022	3.17971e+022	1.84041e+021	0	1.1835e+024	6.58809e-011	1.41755e-006	3.99677e+013	76.7448	62.167	2.34142e-009	1.01069e-017	9.06594e-027	0.000403949	0.5	2.17409e-007	1	0.00647037	0.00404398
5.47	1437.6	1e+019	0	4.99994e-006	5.9076e+022	5.72318e+022	2.52873e+022	3.19445e+022	1.84422e+021	0	1.18326e+024	6.59871e-011	1.42412e-006	3.99676e+013	76.9037	62.3815	2.34334e-009	1.01234e-017	9.08822e-027	0.00040461	0.5	2.17943e-007	1	0.00648222	0.00404398
5.48	1438.4	1e+019	0	4.99994e-006	5.9184e+022	5.7336e+022	2.52439e+022	3.20921e+022	1.84803e+021	0	1.18301e+024	6.60932e-011	1.4307e-006	3.99676e+013	77.0627	62.5965	2.34525e-009	1.014e-017	9.11053e-027	0.000405271	0.5	2.18478e-007	1	0.00649407	0.00404398
5.49	1439.2	1e+019	0	4.99994e-006	5.9292e+022	5.74402e+022	2.52002e+022	3.224e+022	1.85184e+021	0	1.18277e+024	6.61991e-011	1.43729e-006	3.99675e+013	77.2219	62.812	2.34717e-009	1.01566e-017	9.13287e-027	0.000405933	0.5	2.19013e-007	1	0.00650593	0.00404398
5.5	1440	1e+019	0	4.99994e-006	5.94e+022	5.75443e+022	2.51562e+022	3.23882e+022	1.85566e+021	0	1.18253e+024	6.63049e-011	1.4439e-006	3.99675e+013	77.3811	63.0279	2.34908e-009	1.01731e-017	9.15524e-027	0.000406595	0.5	2.1955e-007	1	0.00651778	0.00404398
5.51	1440.8	1e+019	0	4.99994e-006	5.9508e+022	5.76485e+022	2.51119e+022	3.25366e+022	1.85948e+021	0	1.18228e+024	6.64106e-011	1.45051e-006	3.99674e+013	77.5405	63.2444	2.351e-009	1.01897e-017	9.17764e-027	0.000407257	0.5	2.20086e-007	1	0.00652963	0.00404398
5.52	1441.6	1e+019	0	4.99994e-006	5.9616e+022	5.77527e+022	2.50674e+022	3.26853e+022	1.8633e+021	0	1.18204e+024	6.65162e-011	1.45714e-006	3.99674e+013	77.7	63.4613	2.35291e-009	1.02063e-017	9.20006e-027	0.00040792	0.5	2.20624e-007	1	0.00654148	0.00404398
5.53	1442.4	1e+019	0	4.99995e-006	5.9724e+022	5.78569e+022	2.50226e+022	3.28342e+022	1.86712e+021	0	1.18179e+024	6.66217e-011	1.46378e-006	3.99673e+013	77.8595	63.6788	2.35482e-009	1.02229e-017	9.22252e-027	0.000408583	0.5	2.21162e-007	1	0.00655333	0.00404398
5.54	1443.2	1e+019	0	4.99995e-006	5.9832e+022	5.7961e+022	2.49776e+022	3.29835e+022	1.87095e+021	0	1.18155e+024	6.6727e-011	1.47044e-006	3.99673e+013	78.0193	63.8967	2.35674e-009	1.02395e-017	9.24501e-027	0.000409246	0.5	2.21701e-007	1	0.00656518	0.00404398
5.55	1444	1e+019	0	4.99995e-006	5.994e+022	5.80652e+022	2.49323e+022	3.31329e+022	1.87478e+021	0	1.18131e+024	6.68322e-011	1.4771e-006	3.99672e+013	78.1791	64.1152	2.35865e-009	1.02562e-017	9.26753e-027	0.00040991	0.5	2.22241e-007	1	0.00657703	0.00404398
5.56	1444.8	1e+019	0	4.99995e-006	6.0048e+022	5.81694e+022	2.48867e+022	3.32827e+022	1.87861e+021	0	1.18106e+024	6.69374e-011	1.48377e-006	3.99672e+013	78.339	64.3341	2.36056e-009	1.02728e-017	9.29008e-027	0.000410574	0.5	2.22781e-007	1	0.00658888	0.00404398
5.57	1445.6	1e+019	0	4.99995e-006	6.0156e+022	5.82736e+022	2.48409e+022	3.34327e+022	1.88245e+021	0	1.18082e+024	6.70424e-011	1.49046e-006	3.99671e+013	78.4991	64.5536	2.36247e-009	1.02894e-017	9.31266e-027	0.000411239	0.5	2.23322e-007	1	0.00660073	0.00404398
5.58	1446.4	1e+019	0	4.99995e-006	6.0264e+022	5.83777e+022	2.47948e+022	3.35829e+022	1.88629e+021	0	1.18058e+024	6.71472e-011	1.49716e-006	3.99671e+013	78.6593	64.7735	2.36438e-009	1.03061e-017	9.33528e-027	0.000411903	0.5	2.23864e-007	1	0.00661258	0.00404398
5.59	1447.2	1e+019	0	4.99995e-006	6.0372e+022	5.84819e+022	2.47485e+022	3.37334e+022	1.89013e+021	0	1.18034e+024	6.7252e-011	1.50387e-006	3.9967e+013	78.8196	64.9939	2.36629e-009	1.03227e-017	9.35792e-027	0.000412569	0.5	2.24407e-007	1	0.00662443	0.00404398
5.6	1448	1e+019	0	4.99995e-006	6.048e+022	5.8586e+022	2.47019e+022	3.38841e+022	1.89397e+021	0	1.18009e+024	6.73566e-011	1.51059e-006	3.9967e+013	78.98	65.2149	2.3682e-009	1.03394e-017	9.38059e-027	0.000413234	0.5	2.2495e-007	1	0.00663628	0.00404398
5.61	1448.8	1e+019	0	4.99995e-006	6.0588e+022	5.86902e+022	2.4655e+022	3.40351e+022	1.89782e+021	0	1.17985e+024	6.74612e-011	1.51732e-006	3.99669e+013	79.1406	65.4363	2.37011e-009	1.03561e-017	9.40329e-027	0.0004139	0.5	2.25494e-007	1	0.00664813	0.00404398
5.62	1449.6	1e+019	0	4.99995e-006	6.0696e+022	5.87943e+022	2.4608e+022	3.41864e+022	1.90167e+021	0	1.17961e+024	6.75656e-011	1.52406e-006	3.99668e+013	79.3012	65.6583	2.37202e-009	1.03728e-017	9.42603e-027	0.000414566	0.5	2.26039e-007	1	0.00665998	0.00404398
5.63	1450.4	1e+019	0	4.99995e-006	6.0804e+022	5.88985e+022	2.45606e+022	3.43379e+022	1.90552e+021	0	1.17937e+024	6.76698e-011	1.53082e-006	3.99668e+013	79.462	65.8807	2.37393e-009	1.03895e-017	9.44879e-027	0.000415233	0.5	2.26585e-007	1	0.00667183	0.00404398
5.64	1451.2	1e+019	0	4.99995e-006	6.0912e+022	5.90026e+022	2.4513e+022	3.44896e+022	1.90938e+021	0	1.17913e+024	6.7774e-011	1.53758e-006	3.99667e+013	79.6229	66.1037	2.37583e-009	1.04062e-017	9.47158e-027	0.0004159	0.5	2.27131e-007	1	0.00668368	0.00404398
5.65	1452	1e+019	0	4.99996e-006	6.102e+022	5.91068e+022	2.44652e+022	3.46416e+022	1.91324e+021	0	1.17888e+024	6.7878e-011	1.54436e-006	3.99667e+013	79.7839	66.3271	2.37774e-009	1.04229e-017	9.49441e-027	0.000416567	0.5	2.27678e-007	1	0.00669553	0.00404398
5.66	1452.8	1e+019	0	4.99996e-006	6.1128e+022	5.92109e+022	2.44171e+022	3.47938e+022	1.9171e+021	0	1.17864e+024	6.79819e-011	1.55114e-006	3.99666e+013	79.945	66.5511	2.37965e-009	1.04396e-017	9.51727e-027	0.000417235	0.5	2.28226e-007	1	0.00670738	0.00404398
5.67	1453.6	1e+019	0	4.99996e-006	6.1236e+022	5.9315e+022	2.43688e+022	3.49462e+022	1.92096e+021	0	1.1784e+024	6.80857e-011	1.55794e-006	3.99666e+013	80.1063	66.7756	2.38155e-009	1.04563e-017	9.54015e-027	0.000417903	0.5	2.28774e-007	1	0.00671923	0.00404398
5.68	1454.4	1e+019	0	4.99996e-006	6.1344e+022	5.94192e+022	2.43203e+022	3.50989e+022	1.92483e+021	0	1.17816e+024	6.81894e-011	1.56474e-006	3.99665e+013	80.2676	67.0006	2.38346e-009	1.04731e-017	9.56307e-027	0.000418572	0.5	2.29324e-007	1	0.00673108	0.00404398
5.69	1455.2	1e+019	0	4.99996e-006	6.1452e+022	5.95233e+022	2.42715e+022	3.52518e+022	1.9287e+021	0	1.17792e+024	6.82929e-011	1.57156e-006	3.99665e+013	80.4291	67.2261	2.38537e-009	1.04898e-017	9.58602e-027	0.000419241	0.5	2.29874e-007	1	0.00674294	0.00404398
5.7	1456	1e+019	0	4.99996e-006	6.156e+022	5.96274e+022	2.42225e+022	3.5405e+022	1.93257e+021	0	1.17768e+024	6.83963e-011	1.57839e-006	3.99664e+013	80.5907	67.4521	2.38727e-009	1.05066e-017	9.609e-027	0.00041991	0.5	2.30424e-007	1	0.00675479	0.00404398
5.71	1456.8	1e+019	0	4.99996e-006	6.1668e+022	5.97316e+022	2.41732e+022	3.55583e+022	1.93644e+021	0	1.17744e+024	6.84996e-011	1.58523e-006	3.99664e+013	80.7525	67.6786	2.38917e-009	1.05233e-017	9.63201e-027	0.000420579	0.5	2.30976e-007	1	0.00676664	0.00404398
5.72	1457.6	1e+019	0	4.99996e-006	6.1776e+022	5.98357e+022	2.41237e+022	3.5712e+022	1.94032e+021	0	1.1772e+024	6.86028e-011	1.59207e-006	3.99663e+013	80.9143	67.9056	2.39108e-009	1.05401e-017	9.65506e-027	0.000421249	0.5	2.31528e-007	1	0.00677849	0.00404398
5.73	1458.4	1e+019	0	4.99996e-006	6.1884e+022	5.99398e+022	2.4074e+022	3.58658e+022	1.9442e+021	0	1.17696e+024	6.87058e-011	1.59893e-006	3.99663e+013	81.0763	68.1331	2.39298e-009	1.05569e-017	9.67813e-027	0.00042192	0.5	2.32081e-007	1	0.00679034	0.00404398
5.74	1459.2	1e+019	0	4.99997e-006	6.1992e+022	6.00439e+022	2.4024e+022	3.60199e+022	1.94809e+021	0	1.17672e+024	6.88088e-011	1.6058e-006	3.99662e+013	81.2384	68.3612	2.39488e-009	1.05737e-017	9.70124e-027	0.00042259	0.5	2.32635e-007	1	0.00680219	0.00404398
5.75	1460	1e+019	0	4.99997e-006	6.21e+022	6.0148e+022	2.39739e+022	3.61742e+022	1.95197e+021	0	1.17648e+024	6.89115e-011	1.61268e-006	3.99661e+013	81.4006	68.5898	2.39679e-009	1.05905e-017	9.72437e-027	0.000423261	0.5	2.33189e-007	1	0.00681404	0.00404398
5.76	1460.8	1e+019	0	4.99997e-006	6.2208e+022	6.02521e+022	2.39235e+022	3.63287e+022	1.95586e+021	0	1.17624e+024	6.90142e-011	1.61957e-006	3.99661e+013	81.5629	68.8189	2.39869e-009	1.06073e-017	9.74754e-027	0.000423933	0.5	2.33744e-007	1	0.00682589	0.00404398
5.77	1461.6	1e+019	0	4.99997e-006	6.2316e+022	6.03562e+022	2.38728e+022	3.64834e+022	1.95976e+021	0	1.176e+024	6.91167e-011	1.62647e-006	3.9966e+013	81.7254	69.0485	2.40059e-009	1.06241e-017	9.77074e-027	0.000424605	0.5	2.343e-007	1	0.00683774	0.00404398
5.78	1462.4	1e+019	0	4.99997e-006	6.2424e+022	6.04603e+022	2.3822e+022	3.66383e+022	1.96365e+021	0	1.17576e+024	6.92191e-011	1.63337e-006	3.9966e+013	81.888	69.2786	2.40249e-009	1.0641e-017	9.79397e-027	0.000425277	0.5	2.34857e-007	1	0.00684959	0.00404398
5.79	1463.2	1e+019	0	4.99997e-006	6.2532e+022	6.05644e+022	2.37709e+022	3.67935e+022	1.96755e+021	0	1.17552e+024	6.93214e-011	1.64029e-006	3.99659e+013	82.0507	69.5092	2.40439e-009	1.06578e-017	9.81723e-027	0.000425949	0.5	2.35414e-007	1	0.00686144	0.00404398
5.8	1464	1e+019	0	4.99997e-006	6.264e+022	6.06685e+022	2.37197e+022	3.69489e+022	1.97145e+021	0	1.17528e+024	6.94235e-011	1.64722e-006	3.99659e+013	82.2135	69.7404	2.40629e-009	1.06747e-017	9.84053e-027	0.000426622	0.5	2.35972e-007	1	0.00687329	0.00404398
5.81	1464.8	1e+019	0	4.99997e-006	6.2748e+022	6.07726e+022	2.36682e+022	3.71045e+022	1.97536e+021	0	1.17504e+024	6.95256e-011	1.65416e-006	3.99658e+013	82.3764	69.9721	2.40819e-009	1.06915e-017	9.86385e-027	0.000427296	0.5	2.36531e-007	1	0.00688514	0.00404398
5.82	1465.6	1e+019	0	4.99998e-006	6.2856e+022	6.08767e+022	2.36164e+022	3.72603e+022	1.97926e+021	0	1.17481e+024	6.96274e-011	1.6611e-006	3.99658e+013	82.5395	70.2043	2.41009e-009	1.07084e-017	9.88721e-027	0.000427969	0.5	2.37091e-007	1	0.00689699	0.00404398
5.83	1466.4	1e+019	0	4.99998e-006	6.2964e+022	6.09808e+022	2.35645e+022	3.74163e+022	1.98317e+021	0	1.17457e+024	6.97292e-011	1.66806e-006	3.99657e+013	82.7027	70.437	2.41199e-009	1.07253e-017	9.9106e-027	0.000428643	0.5	2.37652e-007	1	0.00690884	0.00404398
5.84	1467.2	1e+019	0	4.99998e-006	6.3072e+022	6.10849e+022	2.35124e+022	3.75725e+022	1.98709e+021	0	1.17433e+024	6.98308e-011	1.67502e-006	3.99657e+013	82.866	70.6703	2.41389e-009	1.07422e-017	9.93402e-027	0.000429318	0.5	2.38213e-007	1	0.00692069	0.00404398
5.85	1468	1e+019	0	4.99998e-006	6.318e+022	6.1189e+022	2.346e+022	3.7729e+022	1.991e+021	0	1.17409e+024	6.99323e-011	1.68199e-006	3.99656e+013	83.0294	70.904	2.41579e-009	1.07591e-017	9.95748e-027	0.000429993	0.5	2.38775e-007	1	0.00693254	0.00404398
5.86	1468.8	1e+019	0	4.99998e-006	6.3288e+022	6.12931e+022	2.34075e+022	3.78856e+022	1.99492e+021	0	1.17386e+024	7.00337e-011	1.68898e-006	3.99656e+013	83.193	71.1383	2.41768e-009	1.0776e-017	9.98096e-027	0.000430668	0.5	2.39338e-007	1	0.00694439	0.00404398
5.87	1469.6	1e+019	0	4.99998e-006	6.3396e+022	6.13972e+022	2.33547e+022	3.80424e+022	1.99884e+021	0	1.17362e+024	7.01349e-011	1.69597e-006	3.99655e+013	83.3566	71.3732	2.41958e-009	1.07929e-017	1.00045e-026	0.000431344	0.5	2.39901e-007	1	0.00695624	0.00404398
5.88	1470.4	1e+019	0	4.99999e-006	6.3504e+022	6.15012e+022	2.33018e+022	3.81995e+022	2.00277e+021	0	1.17338e+024	7.0236e-011	1.70297e-006	3.99654e+013	83.5204	71.6085	2.42148e-009	1.08098e-017	1.0028e-026	0.00043202	0.5	2.40465e-007	1	0.00696809	0.00404398
5.89	1471.2	1e+019	0	4.99999e-006	6.3612e+022	6.16053e+022	2.32486e+022	3.83567e+022	2.00669e+021	0	1.17314e+024	7.0337e-011	1.70998e-006	3.99654e+013	83.6844	71.8444	2.42337e-009	1.08268e-017	1.00516e-026	0.000432696	0.5	2.4103e-007	1	0.00697995	0.00404398
5.9	1472	1e+019	0	4.99999e-006	6.372e+022	6.17094e+022	2.31953e+022	3.85141e+022	2.01062e+021	0	1.17291e+024	7.04378e-011	1.717e-006	3.99653e+013	83.8484	72.0808	2.42527e-009	1.08437e-017	1.00752e-026	0.000433373	0.5	2.41596e-007	1	0.0069918	0.00404398
5.91	1472.8	1e+019	0	4.99999e-006	6.3828e+022	6.18134e+022	2.31417e+022	3.86717e+022	2.01456e+021	0	1.17267e+024	7.05385e-011	1.72402e-006	3.99653e+013	84.0126	72.3177	2.42717e-009	1.08607e-017	1.00989e-026	0.00043405	0.5	2.42163e-007	1	0.00700365	0.00404398
5.92	1473.6	1e+019	0	4.99999e-006	6.3936e+022	6.19175e+022	2.3088e+022	3.88295e+022	2.01849e+021	0	1.17244e+024	7.0639e-011	1.73106e-006	3.99652e+013	84.1769	72.5552	2.42906e-009	1.08776e-017	1.01225e-026	0.000434728	0.5	2.4273e-007	1	0.0070155	0.00404398
5.93	1474.4	1e+019	0	5e-006	6.4044e+022	6.20216e+022	2.3034e+022	3.89875e+022	2.02243e+021	0	1.1722e+024	7.07395e-011	1.7381e-006	3.99652e+013	84.3413	72.7932	2.43096e-009	1.08946e-017	1.01463e-026	0.000435406	0.5	2.43298e-007	1	0.00702735	0.00404398
5.94	1475.2	1e+019	0	5e-006	6.4152e+022	6.21256e+022	2.29799e+022	3.91457e+022	2.02637e+021	0	1.17197e+024	7.08397e-011	1.74516e-006	3.99651e+013	84.5058	73.0318	2.43285e-009	1.09116e-017	1.017e-026	0.000436084	0.5	2.43867e-007	1	0.0070392	0.00404398
5.95	1476	1e+019	0	5e-006	6.426e+022	6.22297e+022	2.29256e+022	3.93041e+022	2.03032e+021	0	1.17173e+024	7.09399e-011	1.75222e-006	3.99651e+013	84.6705	73.2708	2.43475e-009	1.09286e-017	1.01938e-026	0.000436763	0.5	2.44437e-007	1	0.00705105	0.00404398
