Time (h)	Temperature (K)	Fission rate (fiss/m3-s)	Hydrostatic stress (MPa)	Grain radius (m)	Gas produced (at/m3)	Gas in grains (at/m3)	Gas in intra-granular solution (at/m3)	Gas in intra-granular bubbles (at/m3)	Gas at grain boundaries (at/m3)	Gas released (at/m3)	Intra-granular bubble density (bubble/m3)	Intra-granular bubble radius (m)	Intra-granular gas swelling (/)	Inter-granular bubble concentration (bubble/m2)	Inter-granular atoms per bubble (at/bubble)	Inter-granular vacancies per bubble (vac/bubble)	Inter-granular bubble radius (m)	Inter-granular bubble area (m2)	Inter-granular bubble volume (m3)	Inter-granular fractional coverage (/)	Inter-granular saturation fractional coverage (/)	Inter-granular gas swelling (/)	Inter-granular fractional intactness (/)	Burnup (GWd/tUO2)	Effective burnup (GWd/tUO2)
4644.89	1500	1e+019	0	1.18764e-005	5.01648e+025	3.85982e+025	1.95728e+025	1.90254e+025	3.21138e+024	8.35524e+024	4.15443e+023	7.86975e-010	0.00084817	2.89414e+011	4.39332e+007	1.03182e+010	8.44746e-007	1.31556e-012	4.25747e-019	0.380741	0.380741	0.0311249	0.998962	5.50443	0.00404398
4648.88	1500	1e+019	0	1.18748e-005	5.02079e+025	3.86254e+025	1.95891e+025	1.90362e+025	3.21635e+024	8.36618e+024	4.15344e+023	7.87188e-010	0.000848655	2.88222e+011	4.41773e+007	1.03822e+010	8.46488e-007	1.32099e-012	4.28387e-019	0.380739	0.380739	0.0311931	0.998968	5.50916	0.00404398
4652.87	1500	1e+019	0	1.18732e-005	5.0251e+025	3.86525e+025	1.96054e+025	1.90471e+025	3.22133e+024	8.37712e+024	4.15245e+023	7.874e-010	0.00084914	2.87038e+011	4.44224e+007	1.04465e+010	8.4823e-007	1.32643e-012	4.31038e-019	0.380737	0.380737	0.0312613	0.998973	5.51388	0.00404398
4656.86	1500	1e+019	0	1.18717e-005	5.02941e+025	3.86797e+025	1.96217e+025	1.9058e+025	3.22634e+024	8.38804e+024	4.15147e+023	7.87612e-010	0.000849624	2.85861e+011	4.46687e+007	1.05111e+010	8.49972e-007	1.33189e-012	4.33699e-019	0.380735	0.380735	0.0313295	0.998979	5.51861	0.00404398
4660.85	1500	1e+019	0	1.18701e-005	5.03372e+025	3.87069e+025	1.9638e+025	1.90689e+025	3.23136e+024	8.39896e+024	4.15048e+023	7.87824e-010	0.000850108	2.84691e+011	4.4916e+007	1.05759e+010	8.51714e-007	1.33735e-012	4.36371e-019	0.380732	0.380732	0.0313977	0.998984	5.52334	0.00404398
4664.84	1500	1e+019	0	1.18685e-005	5.03803e+025	3.8734e+025	1.96543e+025	1.90797e+025	3.23639e+024	8.40988e+024	4.1495e+023	7.88036e-010	0.000850592	2.83529e+011	4.51644e+007	1.06409e+010	8.53456e-007	1.34283e-012	4.39054e-019	0.38073	0.38073	0.0314659	0.99899	5.52807	0.00404398
4668.83	1500	1e+019	0	1.18669e-005	5.04234e+025	3.87611e+025	1.96706e+025	1.90906e+025	3.24144e+024	8.42079e+024	4.14851e+023	7.88247e-010	0.000851076	2.82374e+011	4.54139e+007	1.07063e+010	8.55198e-007	1.34831e-012	4.41747e-019	0.380728	0.380728	0.0315341	0.998995	5.5328	0.00404398
4672.82	1500	1e+019	0	1.18654e-005	5.04665e+025	3.87883e+025	1.96869e+025	1.91014e+025	3.2465e+024	8.43169e+024	4.14753e+023	7.88459e-010	0.00085156	2.81225e+011	4.56645e+007	1.07719e+010	8.5694e-007	1.35381e-012	4.44452e-019	0.380726	0.380726	0.0316024	0.999	5.53753	0.00404398
4676.81	1500	1e+019	0	1.18638e-005	5.05095e+025	3.88154e+025	1.97031e+025	1.91122e+025	3.25159e+024	8.44259e+024	4.14655e+023	7.8867e-010	0.000852043	2.80084e+011	4.59162e+007	1.08378e+010	8.58681e-007	1.35932e-012	4.47167e-019	0.380724	0.380724	0.0316706	0.999006	5.54225	0.00404398
4680.8	1500	1e+019	0	1.18622e-005	5.05526e+025	3.88425e+025	1.97194e+025	1.91231e+025	3.25668e+024	8.45348e+024	4.14557e+023	7.88881e-010	0.000852526	2.7895e+011	4.6169e+007	1.09039e+010	8.60423e-007	1.36484e-012	4.49893e-019	0.380722	0.380722	0.0317389	0.999011	5.54698	0.00404398
4684.79	1500	1e+019	0	1.18606e-005	5.05957e+025	3.88696e+025	1.97357e+025	1.91339e+025	3.26179e+024	8.46436e+024	4.14459e+023	7.89092e-010	0.000853008	2.77823e+011	4.64229e+007	1.09703e+010	8.62164e-007	1.37037e-012	4.5263e-019	0.38072	0.38072	0.0318072	0.999016	5.55171	0.00404398
4688.78	1500	1e+019	0	1.18591e-005	5.06388e+025	3.88967e+025	1.97519e+025	1.91447e+025	3.26692e+024	8.47524e+024	4.14362e+023	7.89303e-010	0.000853491	2.76703e+011	4.66779e+007	1.10369e+010	8.63905e-007	1.37591e-012	4.55378e-019	0.380718	0.380718	0.0318755	0.999022	5.55644	0.00404398
4692.77	1500	1e+019	0	1.18575e-005	5.06819e+025	3.89237e+025	1.97682e+025	1.91555e+025	3.27206e+024	8.48612e+024	4.14264e+023	7.89513e-010	0.000853973	2.7559e+011	4.69339e+007	1.11038e+010	8.65646e-007	1.38146e-012	4.58136e-019	0.380716	0.380716	0.0319438	0.999027	5.56117	0.00404398
4696.76	1500	1e+019	0	1.18559e-005	5.0725e+025	3.89508e+025	1.97845e+025	1.91663e+025	3.27722e+024	8.49698e+024	4.14166e+023	7.89724e-010	0.000854455	2.74483e+011	4.71911e+007	1.1171e+010	8.67386e-007	1.38702e-012	4.60905e-019	0.380714	0.380714	0.0320121	0.999032	5.5659	0.00404398
4700.75	1500	1e+019	0	1.18543e-005	5.07681e+025	3.89779e+025	1.98007e+025	1.91771e+025	3.28239e+024	8.50785e+024	4.14069e+023	7.89934e-010	0.000854936	2.73384e+011	4.74494e+007	1.12384e+010	8.69127e-007	1.39259e-012	4.63686e-019	0.380712	0.380712	0.0320804	0.999037	5.57062	0.00404398
4704.74	1500	1e+019	0	1.18528e-005	5.08112e+025	3.90049e+025	1.9817e+025	1.91879e+025	3.28758e+024	8.5187e+024	4.13972e+023	7.90144e-010	0.000855417	2.72291e+011	4.77089e+007	1.13061e+010	8.70867e-007	1.39818e-012	4.66477e-019	0.38071	0.38071	0.0321488	0.999042	5.57535	0.00404398
4708.73	1500	1e+019	0	1.18512e-005	5.08543e+025	3.9032e+025	1.98332e+025	1.91987e+025	3.29278e+024	8.52955e+024	4.13875e+023	7.90354e-010	0.000855898	2.71204e+011	4.79694e+007	1.13741e+010	8.72607e-007	1.40377e-012	4.69278e-019	0.380708	0.380708	0.0322171	0.999047	5.58008	0.00404398
4712.72	1500	1e+019	0	1.18496e-005	5.08974e+025	3.9059e+025	1.98495e+025	1.92095e+025	3.298e+024	8.54039e+024	4.13778e+023	7.90564e-010	0.000856379	2.70125e+011	4.8231e+007	1.14423e+010	8.74347e-007	1.40937e-012	4.72091e-019	0.380706	0.380706	0.0322855	0.999053	5.58481	0.00404398
4716.71	1500	1e+019	0	1.1848e-005	5.09405e+025	3.9086e+025	1.98657e+025	1.92203e+025	3.30323e+024	8.55123e+024	4.13681e+023	7.90773e-010	0.00085686	2.69052e+011	4.84938e+007	1.15108e+010	8.76087e-007	1.41499e-012	4.74915e-019	0.380705	0.380705	0.0323539	0.999058	5.58954	0.00404398
4720.7	1500	1e+019	0	1.18465e-005	5.09836e+025	3.9113e+025	1.9882e+025	1.92311e+025	3.30848e+024	8.56206e+024	4.13584e+023	7.90983e-010	0.00085734	2.67985e+011	4.87577e+007	1.15796e+010	8.77827e-007	1.42061e-012	4.77749e-019	0.380703	0.380703	0.0324223	0.999063	5.59427	0.00404398
4724.69	1500	1e+019	0	1.18449e-005	5.10267e+025	3.914e+025	1.98982e+025	1.92418e+025	3.31375e+024	8.57289e+024	4.13487e+023	7.91192e-010	0.00085782	2.66925e+011	4.90227e+007	1.16486e+010	8.79566e-007	1.42625e-012	4.80595e-019	0.380701	0.380701	0.0324906	0.999068	5.59899	0.00404398
4728.68	1500	1e+019	0	1.18433e-005	5.10697e+025	3.9167e+025	1.99144e+025	1.92526e+025	3.31903e+024	8.58371e+024	4.13391e+023	7.91401e-010	0.000858299	2.65871e+011	4.92889e+007	1.17179e+010	8.81305e-007	1.43189e-012	4.83451e-019	0.380699	0.380699	0.032559	0.999073	5.60372	0.00404398
4732.67	1500	1e+019	0	1.18417e-005	5.11128e+025	3.9194e+025	1.99307e+025	1.92633e+025	3.32432e+024	8.59453e+024	4.13294e+023	7.9161e-010	0.000858779	2.64824e+011	4.95562e+007	1.17874e+010	8.83044e-007	1.43755e-012	4.86318e-019	0.380697	0.380697	0.0326274	0.999078	5.60845	0.00404398
4736.66	1500	1e+019	0	1.18402e-005	5.11559e+025	3.9221e+025	1.99469e+025	1.92741e+025	3.32963e+024	8.60534e+024	4.13198e+023	7.91819e-010	0.000859258	2.63783e+011	4.98246e+007	1.18572e+010	8.84782e-007	1.44321e-012	4.89196e-019	0.380695	0.380695	0.0326959	0.999082	5.61318	0.00404398
4740.65	1500	1e+019	0	1.18386e-005	5.1199e+025	3.92479e+025	1.99631e+025	1.92848e+025	3.33495e+024	8.61614e+024	4.13101e+023	7.92027e-010	0.000859737	2.62748e+011	5.00941e+007	1.19273e+010	8.8652e-007	1.44889e-012	4.92085e-019	0.380693	0.380693	0.0327643	0.999087	5.61791	0.00404398
4744.64	1500	1e+019	0	1.1837e-005	5.12421e+025	3.92749e+025	1.99793e+025	1.92956e+025	3.34029e+024	8.62694e+024	4.13005e+023	7.92236e-010	0.000860216	2.6172e+011	5.03648e+007	1.19976e+010	8.88258e-007	1.45458e-012	4.94985e-019	0.380691	0.380691	0.0328327	0.999092	5.62264	0.00404398
4748.63	1500	1e+019	0	1.18355e-005	5.12852e+025	3.93018e+025	1.99955e+025	1.93063e+025	3.34565e+024	8.63773e+024	4.12909e+023	7.92444e-010	0.000860694	2.60698e+011	5.06366e+007	1.20682e+010	8.89996e-007	1.46027e-012	4.97895e-019	0.38069	0.38069	0.0329012	0.999097	5.62736	0.00404398
4752.62	1500	1e+019	0	1.18339e-005	5.13283e+025	3.93288e+025	2.00117e+025	1.9317e+025	3.35102e+024	8.64852e+024	4.12813e+023	7.92652e-010	0.000861172	2.59682e+011	5.09096e+007	1.21391e+010	8.91733e-007	1.46598e-012	5.00817e-019	0.380688	0.380688	0.0329696	0.999102	5.63209	0.00404398
4756.61	1500	1e+019	0	1.18323e-005	5.13714e+025	3.93557e+025	2.0028e+025	1.93277e+025	3.3564e+024	8.6593e+024	4.12717e+023	7.9286e-010	0.00086165	2.58672e+011	5.11837e+007	1.22102e+010	8.9347e-007	1.4717e-012	5.03749e-019	0.380686	0.380686	0.033038	0.999107	5.63682	0.00404398
4760.6	1500	1e+019	0	1.18308e-005	5.14145e+025	3.93826e+025	2.00442e+025	1.93384e+025	3.3618e+024	8.67007e+024	4.12622e+023	7.93068e-010	0.000862127	2.57668e+011	5.1459e+007	1.22816e+010	8.95207e-007	1.47742e-012	5.06693e-019	0.380684	0.380684	0.0331065	0.999111	5.64155	0.00404398
4764.59	1500	1e+019	0	1.18292e-005	5.14576e+025	3.94095e+025	2.00604e+025	1.93492e+025	3.36721e+024	8.68084e+024	4.12526e+023	7.93275e-010	0.000862605	2.5667e+011	5.17354e+007	1.23533e+010	8.96944e-007	1.48316e-012	5.09647e-019	0.380682	0.380682	0.033175	0.999116	5.64628	0.00404398
4768.58	1500	1e+019	0	1.18276e-005	5.15007e+025	3.94364e+025	2.00766e+025	1.93599e+025	3.37264e+024	8.69161e+024	4.1243e+023	7.93483e-010	0.000863082	2.55678e+011	5.20129e+007	1.24252e+010	8.9868e-007	1.48891e-012	5.12612e-019	0.38068	0.38068	0.0332434	0.999121	5.65101	0.00404398
4772.57	1500	1e+019	0	1.1826e-005	5.15438e+025	3.94633e+025	2.00928e+025	1.93705e+025	3.37809e+024	8.70237e+024	4.12335e+023	7.9369e-010	0.000863558	2.54692e+011	5.22916e+007	1.24974e+010	9.00416e-007	1.49467e-012	5.15589e-019	0.380679	0.380679	0.0333119	0.999126	5.65573	0.00404398
4776.56	1500	1e+019	0	1.18245e-005	5.15868e+025	3.94902e+025	2.01089e+025	1.93812e+025	3.38355e+024	8.71312e+024	4.1224e+023	7.93897e-010	0.000864035	2.53711e+011	5.25715e+007	1.25699e+010	9.02151e-007	1.50043e-012	5.18576e-019	0.380677	0.380677	0.0333804	0.99913	5.66046	0.00404398
4780.55	1500	1e+019	0	1.18229e-005	5.16299e+025	3.95171e+025	2.01251e+025	1.93919e+025	3.38902e+024	8.72387e+024	4.12145e+023	7.94104e-010	0.000864511	2.52737e+011	5.28525e+007	1.26426e+010	9.03887e-007	1.50621e-012	5.21574e-019	0.380675	0.380675	0.0334489	0.999135	5.66519	0.00404398
4784.54	1500	1e+019	0	1.18213e-005	5.1673e+025	3.95439e+025	2.01413e+025	1.94026e+025	3.39451e+024	8.73461e+024	4.12049e+023	7.94311e-010	0.000864987	2.51768e+011	5.31347e+007	1.27156e+010	9.05621e-007	1.512e-012	5.24583e-019	0.380673	0.380673	0.0335174	0.99914	5.66992	0.00404398
4788.53	1500	1e+019	0	1.18198e-005	5.17161e+025	3.95708e+025	2.01575e+025	1.94133e+025	3.40001e+024	8.74535e+024	4.11954e+023	7.94518e-010	0.000865463	2.50806e+011	5.34181e+007	1.27888e+010	9.07356e-007	1.5178e-012	5.27603e-019	0.380672	0.380672	0.0335859	0.999144	5.67465	0.00404398
4792.52	1500	1e+019	0	1.18182e-005	5.17592e+025	3.95976e+025	2.01737e+025	1.94239e+025	3.40553e+024	8.75608e+024	4.1186e+023	7.94724e-010	0.000865938	2.49849e+011	5.37026e+007	1.28623e+010	9.0909e-007	1.5236e-012	5.30634e-019	0.38067	0.38067	0.0336544	0.999149	5.67938	0.00404398
4796.51	1500	1e+019	0	1.18166e-005	5.18023e+025	3.96244e+025	2.01899e+025	1.94346e+025	3.41106e+024	8.76681e+024	4.11765e+023	7.9493e-010	0.000866413	2.48897e+011	5.39883e+007	1.29361e+010	9.10824e-007	1.52942e-012	5.33675e-019	0.380668	0.380668	0.0337229	0.999153	5.6841	0.00404398
4800.5	1500	1e+019	0	1.18151e-005	5.18454e+025	3.96513e+025	2.0206e+025	1.94452e+025	3.41661e+024	8.77753e+024	4.1167e+023	7.95137e-010	0.000866888	2.47951e+011	5.42752e+007	1.30101e+010	9.12557e-007	1.53525e-012	5.36728e-019	0.380666	0.380666	0.0337914	0.999158	5.68883	0.00404398
4804.49	1500	1e+019	0	1.18135e-005	5.18885e+025	3.96781e+025	2.02222e+025	1.94559e+025	3.42217e+024	8.78824e+024	4.11576e+023	7.95343e-010	0.000867363	2.47011e+011	5.45633e+007	1.30845e+010	9.1429e-007	1.54108e-012	5.39792e-019	0.380665	0.380665	0.0338599	0.999162	5.69356	0.00404398
4808.48	1500	1e+019	0	1.18119e-005	5.19316e+025	3.97049e+025	2.02384e+025	1.94665e+025	3.42775e+024	8.79895e+024	4.11481e+023	7.95548e-010	0.000867837	2.46076e+011	5.48525e+007	1.3159e+010	9.16023e-007	1.54693e-012	5.42867e-019	0.380663	0.380663	0.0339284	0.999167	5.69829	0.00404398
4812.47	1500	1e+019	0	1.18104e-005	5.19747e+025	3.97317e+025	2.02545e+025	1.94772e+025	3.43334e+024	8.80966e+024	4.11387e+023	7.95754e-010	0.000868311	2.45147e+011	5.51429e+007	1.32339e+010	9.17756e-007	1.55279e-012	5.45953e-019	0.380661	0.380661	0.0339969	0.999171	5.70302	0.00404398
4816.46	1500	1e+019	0	1.18088e-005	5.20178e+025	3.97585e+025	2.02707e+025	1.94878e+025	3.43894e+024	8.82036e+024	4.11293e+023	7.9596e-010	0.000868785	2.44224e+011	5.54345e+007	1.3309e+010	9.19487e-007	1.55865e-012	5.49049e-019	0.38066	0.38066	0.0340655	0.999176	5.70775	0.00404398
4820.45	1500	1e+019	0	1.18072e-005	5.20609e+025	3.97852e+025	2.02868e+025	1.94984e+025	3.44456e+024	8.83106e+024	4.11198e+023	7.96165e-010	0.000869259	2.43305e+011	5.57272e+007	1.33844e+010	9.21219e-007	1.56453e-012	5.52157e-019	0.380658	0.380658	0.034134	0.99918	5.71247	0.00404398
4824.44	1500	1e+019	0	1.18057e-005	5.2104e+025	3.9812e+025	2.0303e+025	1.9509e+025	3.4502e+024	8.84174e+024	4.11104e+023	7.9637e-010	0.000869732	2.42392e+011	5.60212e+007	1.346e+010	9.2295e-007	1.57041e-012	5.55276e-019	0.380656	0.380656	0.0342025	0.999184	5.7172	0.00404398
4828.43	1500	1e+019	0	1.18041e-005	5.2147e+025	3.98388e+025	2.03191e+025	1.95196e+025	3.45585e+024	8.85243e+024	4.11011e+023	7.96575e-010	0.000870205	2.41485e+011	5.63164e+007	1.35359e+010	9.24681e-007	1.57631e-012	5.58405e-019	0.380655	0.380655	0.034271	0.999189	5.72193	0.00404398
4832.42	1500	1e+019	0	1.18025e-005	5.21901e+025	3.98655e+025	2.03353e+025	1.95303e+025	3.46151e+024	8.86311e+024	4.10917e+023	7.9678e-010	0.000870678	2.40582e+011	5.66127e+007	1.36121e+010	9.26411e-007	1.58221e-012	5.61546e-019	0.380653	0.380653	0.0343396	0.999193	5.72666	0.00404398
4836.41	1500	1e+019	0	1.1801e-005	5.22332e+025	3.98923e+025	2.03514e+025	1.95409e+025	3.46719e+024	8.87378e+024	4.10823e+023	7.96985e-010	0.000871151	2.39685e+011	5.69102e+007	1.36885e+010	9.28141e-007	1.58813e-012	5.64697e-019	0.380651	0.380651	0.0344081	0.999197	5.73139	0.00404398
4840.4	1500	1e+019	0	1.17994e-005	5.22763e+025	3.9919e+025	2.03675e+025	1.95514e+025	3.47288e+024	8.88445e+024	4.10729e+023	7.97189e-010	0.000871623	2.38794e+011	5.7209e+007	1.37652e+010	9.2987e-007	1.59405e-012	5.6786e-019	0.38065	0.38065	0.0344766	0.999202	5.73612	0.00404398
4844.39	1500	1e+019	0	1.17979e-005	5.23194e+025	3.99457e+025	2.03837e+025	1.9562e+025	3.47859e+024	8.89512e+024	4.10636e+023	7.97394e-010	0.000872095	2.37907e+011	5.75089e+007	1.38422e+010	9.31599e-007	1.59999e-012	5.71033e-019	0.380648	0.380648	0.0345452	0.999206	5.74085	0.00404398
4848.38	1500	1e+019	0	1.17963e-005	5.23625e+025	3.99724e+025	2.03998e+025	1.95726e+025	3.48431e+024	8.90578e+024	4.10543e+023	7.97598e-010	0.000872567	2.37026e+011	5.781e+007	1.39194e+010	9.33328e-007	1.60593e-012	5.74218e-019	0.380647	0.380647	0.0346137	0.99921	5.74557	0.00404398
4852.37	1500	1e+019	0	1.17947e-005	5.24056e+025	3.99991e+025	2.04159e+025	1.95832e+025	3.49005e+024	8.91643e+024	4.10449e+023	7.97802e-010	0.000873038	2.36149e+011	5.81124e+007	1.39969e+010	9.35056e-007	1.61188e-012	5.77413e-019	0.380645	0.380645	0.0346823	0.999214	5.7503	0.00404398
4856.36	1500	1e+019	0	1.17932e-005	5.24487e+025	4.00258e+025	2.0432e+025	1.95938e+025	3.4958e+024	8.92708e+024	4.10356e+023	7.98006e-010	0.00087351	2.35278e+011	5.84159e+007	1.40747e+010	9.36784e-007	1.61784e-012	5.8062e-019	0.380643	0.380643	0.0347508	0.999219	5.75503	0.00404398
4860.35	1500	1e+019	0	1.17916e-005	5.24918e+025	4.00525e+025	2.04482e+025	1.96043e+025	3.50156e+024	8.93772e+024	4.10263e+023	7.9821e-010	0.000873981	2.34412e+011	5.87207e+007	1.41527e+010	9.38511e-007	1.62381e-012	5.83838e-019	0.380642	0.380642	0.0348193	0.999223	5.75976	0.00404398
4864.34	1500	1e+019	0	1.179e-005	5.25349e+025	4.00792e+025	2.04643e+025	1.96149e+025	3.50734e+024	8.94836e+024	4.1017e+023	7.98413e-010	0.000874451	2.33551e+011	5.90266e+007	1.4231e+010	9.40238e-007	1.6298e-012	5.87066e-019	0.38064	0.38064	0.0348879	0.999227	5.76449	0.00404398
4868.33	1500	1e+019	0	1.17885e-005	5.2578e+025	4.01058e+025	2.04804e+025	1.96254e+025	3.51313e+024	8.959e+024	4.10077e+023	7.98617e-010	0.000874922	2.32695e+011	5.93338e+007	1.43096e+010	9.41964e-007	1.63579e-012	5.90306e-019	0.380639	0.380639	0.0349564	0.999231	5.76922	0.00404398
4872.32	1500	1e+019	0	1.17869e-005	5.26211e+025	4.01325e+025	2.04965e+025	1.9636e+025	3.51894e+024	8.96963e+024	4.09984e+023	7.9882e-010	0.000875392	2.31843e+011	5.96422e+007	1.43884e+010	9.4369e-007	1.64179e-012	5.93556e-019	0.380637	0.380637	0.035025	0.999235	5.77394	0.00404398
4876.31	1500	1e+019	0	1.17854e-005	5.26641e+025	4.01591e+025	2.05126e+025	1.96465e+025	3.52476e+024	8.98025e+024	4.09892e+023	7.99023e-010	0.000875862	2.30997e+011	5.99518e+007	1.44675e+010	9.45415e-007	1.64779e-012	5.96818e-019	0.380635	0.380635	0.0350935	0.999239	5.77867	0.00404398
4880.3	1500	1e+019	0	1.17838e-005	5.27072e+025	4.01858e+025	2.05287e+025	1.96571e+025	3.5306e+024	8.99087e+024	4.09799e+023	7.99226e-010	0.000876332	2.30155e+011	6.02627e+007	1.45469e+010	9.4714e-007	1.65381e-012	6.0009e-019	0.380634	0.380634	0.035162	0.999243	5.7834	0.00404398
4884.29	1500	1e+019	0	1.17822e-005	5.27503e+025	4.02124e+025	2.05448e+025	1.96676e+025	3.53645e+024	9.00149e+024	4.09707e+023	7.99429e-010	0.000876801	2.29319e+011	6.05747e+007	1.46265e+010	9.48864e-007	1.65984e-012	6.03374e-019	0.380632	0.380632	0.0352306	0.999247	5.78813	0.00404398
4888.28	1500	1e+019	0	1.17807e-005	5.27934e+025	4.0239e+025	2.05609e+025	1.96781e+025	3.54231e+024	9.0121e+024	4.09614e+023	7.99631e-010	0.00087727	2.28487e+011	6.0888e+007	1.47064e+010	9.50588e-007	1.66588e-012	6.06668e-019	0.380631	0.380631	0.0352991	0.999251	5.79286	0.00404398
4892.27	1500	1e+019	0	1.17791e-005	5.28365e+025	4.02656e+025	2.0577e+025	1.96886e+025	3.54819e+024	9.0227e+024	4.09522e+023	7.99834e-010	0.000877739	2.2766e+011	6.12025e+007	1.47866e+010	9.52312e-007	1.67192e-012	6.09974e-019	0.380629	0.380629	0.0353677	0.999255	5.79759	0.00404398
4896.26	1500	1e+019	0	1.17775e-005	5.28796e+025	4.02922e+025	2.05931e+025	1.96991e+025	3.55408e+024	9.0333e+024	4.0943e+023	8.00036e-010	0.000878208	2.26837e+011	6.15183e+007	1.4867e+010	9.54035e-007	1.67798e-012	6.13291e-019	0.380628	0.380628	0.0354362	0.999259	5.80231	0.00404398
4900.25	1500	1e+019	0	1.1776e-005	5.29227e+025	4.03188e+025	2.06092e+025	1.97097e+025	3.55999e+024	9.0439e+024	4.09338e+023	8.00238e-010	0.000878676	2.2602e+011	6.18352e+007	1.49477e+010	9.55757e-007	1.68404e-012	6.16618e-019	0.380626	0.380626	0.0355047	0.999263	5.80704	0.00404398
4904.24	1500	1e+019	0	1.17744e-005	5.29658e+025	4.03454e+025	2.06252e+025	1.97202e+025	3.56591e+024	9.05449e+024	4.09246e+023	8.0044e-010	0.000879144	2.25206e+011	6.21535e+007	1.50287e+010	9.57479e-007	1.69011e-012	6.19957e-019	0.380625	0.380625	0.0355733	0.999267	5.81177	0.00404398
4908.23	1500	1e+019	0	1.17729e-005	5.30089e+025	4.0372e+025	2.06413e+025	1.97306e+025	3.57184e+024	9.06508e+024	4.09154e+023	8.00642e-010	0.000879612	2.24398e+011	6.24729e+007	1.51099e+010	9.592e-007	1.6962e-012	6.23307e-019	0.380623	0.380623	0.0356418	0.999271	5.8165	0.00404398
4912.22	1500	1e+019	0	1.17713e-005	5.3052e+025	4.03985e+025	2.06574e+025	1.97411e+025	3.57779e+024	9.07566e+024	4.09062e+023	8.00844e-010	0.00088008	2.23594e+011	6.27936e+007	1.51914e+010	9.60921e-007	1.70229e-012	6.26667e-019	0.380622	0.380622	0.0357103	0.999275	5.82123	0.00404398
4916.21	1500	1e+019	0	1.17698e-005	5.30951e+025	4.04251e+025	2.06735e+025	1.97516e+025	3.58375e+024	9.08624e+024	4.08971e+023	8.01046e-010	0.000880547	2.22795e+011	6.31155e+007	1.52732e+010	9.62641e-007	1.70839e-012	6.30039e-019	0.38062	0.38062	0.0357789	0.999279	5.82596	0.00404398
4920.2	1500	1e+019	0	1.17682e-005	5.31382e+025	4.04516e+025	2.06895e+025	1.97621e+025	3.58973e+024	9.09681e+024	4.08879e+023	8.01247e-010	0.000881014	2.22e+011	6.34387e+007	1.53552e+010	9.64361e-007	1.7145e-012	6.33422e-019	0.380619	0.380619	0.0358474	0.999283	5.83068	0.00404398
4924.19	1500	1e+019	0	1.17666e-005	5.31813e+025	4.04782e+025	2.07056e+025	1.97726e+025	3.59572e+024	9.10738e+024	4.08788e+023	8.01448e-010	0.000881481	2.2121e+011	6.37631e+007	1.54375e+010	9.6608e-007	1.72062e-012	6.36816e-019	0.380617	0.380617	0.0359159	0.999286	5.83541	0.00404398
4928.18	1500	1e+019	0	1.17651e-005	5.32243e+025	4.05047e+025	2.07216e+025	1.9783e+025	3.60172e+024	9.11794e+024	4.08696e+023	8.01649e-010	0.000881947	2.20424e+011	6.40888e+007	1.55201e+010	9.67799e-007	1.72675e-012	6.4022e-019	0.380616	0.380616	0.0359844	0.99929	5.84014	0.00404398
4932.17	1500	1e+019	0	1.17635e-005	5.32674e+025	4.05312e+025	2.07377e+025	1.97935e+025	3.60774e+024	9.1285e+024	4.08605e+023	8.0185e-010	0.000882414	2.19643e+011	6.44157e+007	1.5603e+010	9.69517e-007	1.73288e-012	6.43636e-019	0.380615	0.380615	0.036053	0.999294	5.84487	0.00404398
4936.16	1500	1e+019	0	1.1762e-005	5.33105e+025	4.05577e+025	2.07538e+025	1.98039e+025	3.61377e+024	9.13906e+024	4.08514e+023	8.02051e-010	0.00088288	2.18866e+011	6.47439e+007	1.56861e+010	9.71235e-007	1.73903e-012	6.47063e-019	0.380613	0.380613	0.0361215	0.999298	5.8496	0.00404398
4940.15	1500	1e+019	0	1.17604e-005	5.33536e+025	4.05842e+025	2.07698e+025	1.98144e+025	3.61981e+024	9.14961e+024	4.08423e+023	8.02252e-010	0.000883346	2.18093e+011	6.50734e+007	1.57694e+010	9.72952e-007	1.74518e-012	6.50501e-019	0.380612	0.380612	0.03619	0.999302	5.85433	0.00404398
4944.14	1500	1e+019	0	1.17589e-005	5.33967e+025	4.06107e+025	2.07858e+025	1.98248e+025	3.62587e+024	9.16015e+024	4.08332e+023	8.02452e-010	0.000883811	2.17325e+011	6.54041e+007	1.58531e+010	9.74668e-007	1.75134e-012	6.5395e-019	0.38061	0.38061	0.0362585	0.999305	5.85905	0.00404398
